	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646034	SRR1646035	SRR1646036	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
Di-_and_oligosaccharides	2.435292234	2.4625669498	2.8989632411	2.0930449109	1.6146591442	1.3116174776	2.4312042452	3.0681048108	2.5521763089	1.932768031	2.8075456321	3.2050357267	1.8779442377	3.0415938335	2.380119629	3.0443013087	2.6294826345	3.1979149642	2.7606896028	3.6832412523	3.4303951732	0.8534621578	3.3354052683	2.3570347822	2.6479791996	2.6550959724	2.9307160271	2.3691371209	2.5628961506	2.1833706856	2.6679605266	2.8511557775	3.0970024234	2.189677524	2.2208018238	2.8490853722	2.4614540674	2.4486858434	2.5529037969	2.9251396526	2.6515462601	3.0674304332	2.3213969142	2.7196350201	2.6039125428	3.1723021605	3.0332054306	3.1904167341	3.0286491056	3.7023950149	2.8464877024	2.8509947864	2.7132614456	2.8851896665	3.2205966438	2.6524302326	3.1811036353	3.1718070898	3.0986972073	3.46669	3.50497	4.08805	4.06016	4.21687	5.42922	4.71733	3.61884	3.73825	5.02297	3.39843	4.49064	4.42482	4.59045	4.22598	3.39948	3.10955	4.79869	4.72004	4.00109	3.86161	3.42498	4.24291	3.54993	3.56338	4.18275	3.40369	3.6964	3.92488	4.35107	4.03744	4.54338	3.48189	4.27728	4.55112	4.99551	3.82958	3.91824	4.80123	4.45294	4.39428	4.63006	3.74932
DNA_metabolism	0.0153487088	0.0009651903	0.0077269026	0.0052092448	0.0012037355	0.0003555284	0.0006826055	0.0042357132	0.0035367401	0.0051390209	0.0006231842	0.0016019651	0.0013075438	0	0.010366423	0	0	0	0	0	0	0	0	0.0004053342	0.0002024858	0.0005341027	0.0005014089	9.69E-05	5.83E-05	4.69E-05	9.36E-05	0.0007752987	0.0002806204	0.0001096566	0.0002585087	0.0001007141	0.0004037568	0.0020626012	0	0.0003377051	0.0005658652	0.0100219517	0.0007458103	0.0002976661	0.0003491412	0.0005552549	0.0002618174	0.0005976782	0.0002140042	0.0001236928	0.0088020218	0.0006155294	0.0007854128	0.0002788491	0.0013156872	0.0005856115	0.0006086217	0.0016550348	0.0018531272	3.08E-05	8.97E-05	2.62E-05	2.43E-06	0.00298294	1.30E-05	0	0.000773199	0	0.0012232	0.00483987	3.04E-05	0.000336316	0.00136417	0.000129223	2.54E-05	2.56E-06	6.72E-05	7.67E-06	3.44E-06	2.16E-05	5.31E-05	2.47E-05	4.32E-05	2.12E-05	3.69E-05	1.03E-05	8.20E-05	4.83E-06	9.70E-05	0.00106351	1.99E-05	9.09E-06	0.000153935	4.99E-06	7.36E-05	0.00232439	0	0.000107265	4.71E-06	2.79E-05	4.09E-05	1.01E-05
DNA_polymerase_III_epsilon_cluster	0.055594937	0.0575920005	0.066239217	0.0547539551	0.0530110753	0.0540235175	0.0780681289	0.0393868927	0.1178894946	0.0685948812	0.0596280769	0.0405780297	0.078897664	0.054901427	0.0543889475	0.0255950857	0.014371946	0.0432242294	0.0461680517	0	0.0473036897	0	0.0214178625	0.0142890177	0.0203129776	0.0222811077	0.034905375	0.0235823872	0.0181534102	0.0165982699	0.0219087091	0.0383603735	0.0124120483	0.0228557916	0.0131526826	0.0165324026	0.017467514	0.0243059979	0.0220127071	0.0341299494	0.0227528701	0.0480431644	0.0440039904	0.0261671269	0.0326945106	0.0336012499	0.0198435142	0.0377598739	0.0403884633	0.0318992368	0.0624424283	0.0547230443	0.0581200564	0.0540591029	0.0450128246	0.0611801451	0.0492215158	0.0429315501	0.0446658871	0.0297632	0.0179688	0.0279113	0.0296063	0.050681	0.0567199	0.0412979	0.0674829	0.054666	0.035848	0.0580458	0.0413279	0.0462524	0.0486099	0.0425421	0.0165127	0.0471451	0.0473082	0.0402699	0.0461485	0.0392715	0.0475115	0.0467928	0.0444037	0.044793	0.0477069	0.0253633	0.0390219	0.0403185	0.0378431	0.0495642	0.0466451	0.0408042	0.0466903	0.0456843	0.0541767	0.0482217	0.0524206	0.0460941	0.0336342	0.0562065	0.0242323	0.0424922
DNA_recombination	0.177711495	0.1417546669	0.1952353154	0.1383417387	0.4149947334	0.2272708871	0.2680088656	0.1184048855	0.1033191636	0.2485626421	0.0820440303	0.1278935508	0.2611435042	0.1614585137	0.1807780281	0.1459252291	0.1860982746	0.1717936931	0.3189792663	0.5524861878	0.0761589404	0	0.1943395102	0.1650202246	0.1762108114	0.1565976078	0.1457657891	0.159695427	0.1570128948	0.1783021242	0.1597474534	0.1547002139	0.1576891599	0.1116378805	0.1756251385	0.1611643928	0.1753824249	0.1797416351	0.1838257563	0.1617502381	0.173259624	0.1206238132	0.1596995562	0.1467910504	0.1620657447	0.1168034158	0.1405090643	0.1932525912	0.1998658313	0.1589169747	0.1574804789	0.2023677626	0.2110105408	0.2022566188	0.1764316695	0.2170520779	0.1699952352	0.1680526447	0.1860047517	0.139052	0.135956	0.108221	0.113793	0.115157	0.0747709	0.0642207	0.233808	0.152687	0.0610033	0.120072	0.101614	0.0883778	0.0760094	0.102044	0.12396	0.161882	0.100901	0.0795444	0.130067	0.139356	0.169881	0.08216	0.15472	0.135974	0.114522	0.135106	0.105482	0.108672	0.103561	0.139746	0.117197	0.143964	0.134302	0.094959	0.101631	0.119252	0.123072	0.0945683	0.0914233	0.103714	0.0823512	0.139136
DNA_repair	2.7949906311	3.2508131179	3.6660271672	3.6111388193	4.5816343633	4.6746404013	5.242634554	3.012679107	4.1187383931	4.742306565	3.1089544707	3.7372994927	5.4541928243	4.2680106821	2.7597481581	3.3243141126	3.7870357582	3.6013277863	2.905929309	5.2486187845	3.9608956165	6.397152301	3.5811268921	3.6299490004	3.6988937576	3.3678982373	3.7922895103	3.7607433887	3.2874389998	2.9856933468	3.4398048766	3.5433235574	3.5974615056	3.0723319226	4.106314963	3.810802133	3.4887532889	3.4592566746	3.4005888189	3.5268210319	3.4710685868	3.2196520523	3.4597765146	3.8646378013	3.411103439	3.5113931297	3.406887124	3.8262704929	3.8552345085	3.6896215589	3.47249935	3.7700779777	3.9917680947	3.9876146663	3.5694390505	3.8044774716	3.7658906018	3.6673313877	3.7347511444	3.69194	4.00862	3.44681	3.6152	3.15148	2.73599	2.61232	4.03363	3.47075	2.53806	3.38483	3.00067	2.73255	2.61999	3.14315	3.60642	3.59808	2.79783	2.78812	3.09412	3.26954	3.59073	2.80195	3.48376	3.40198	3.13217	3.48992	3.19539	3.18818	2.76009	3.16903	3.24452	3.34163	3.22812	2.79284	2.78613	3.19986	3.52184	2.77525	3.28867	3.09188	2.71296	3.39989
DNA_replication	1.4002224191	1.4419188848	1.6871135964	1.542287972	1.9017792005	2.0574037027	1.7302588198	1.643448696	1.485163759	1.9928142801	1.4492550667	1.7543887151	2.2618715621	2.1282182199	1.4018496938	1.9437174328	1.8520237069	1.9713994011	2.2801038203	4.0515653775	1.8979591837	1.6087521541	2.1373055562	2.0117292157	1.8298062064	1.7806023043	2.0021500854	1.6924970794	1.9531035598	1.7399670617	1.8884129625	1.8485653295	1.977928416	1.3055606134	2.2648609271	1.7634365548	2.1194827895	2.0893045957	1.953951425	1.9055240021	1.9908920929	1.6599617269	2.1497464342	1.9077160629	1.5748832151	1.9570790793	2.0242803279	1.7721690861	1.7838596098	1.8276139499	1.6308848111	1.7419727449	1.8857021884	1.9033731135	1.7743340086	1.8437880747	1.8143859294	1.9432135072	1.7184991192	2.22136	2.53765	2.0468	2.21168	1.98338	1.79869	1.74628	1.44604	1.93679	1.64014	2.26248	1.81112	1.81497	1.88519	2.08517	2.35246	2.39788	1.82071	1.85725	2.01145	1.91268	1.92222	1.84525	1.8379	2.10462	2.16288	2.29462	2.27725	2.09157	1.81145	1.90978	1.97916	2.05866	2.06507	1.78002	1.67061	2.02859	2.09027	1.79817	2.22036	2.01005	1.64376	2.10232
DNA_uptake_competence	0.1849539388	0.19063365	0.3204456948	0.2566641139	0.2110019487	0.2226799993	0.2975506546	0.3658736541	0.1695434258	0.3967631824	0.296705641	0.326912759	0.2940906941	0.6425962476	0.174434701	0.2602167051	0.505413433	0.2895498609	0.2711323764	0	0.1182592242	1.1111111111	0.2817972801	0.6657530248	0.5636811879	0.5556749281	0.4281231821	0.6355345235	0.6282253935	0.9038091272	0.3850180659	0.5669212592	0.5311700862	0.5007138294	0.4767559786	0.5433400512	0.6233673914	0.5367255879	0.8986565812	0.6688568746	0.5256879203	0.4749048512	0.4510901436	0.5213769967	0.4405691484	0.4239535033	0.5229409726	0.3669561831	0.3661066471	0.3634674456	0.3241400362	0.3381357195	0.3702978188	0.4031995623	0.3512238644	0.3373077745	0.4069784719	0.3462213637	0.3723512542	0.355236	0.809208	0.450575	0.620335	0.313171	0.202533	0.210367	0.445605	0.480928	0.190321	0.270521	0.380363	0.230331	0.245931	0.389161	0.298431	0.680578	0.301834	0.255353	0.349203	0.434258	0.475441	0.222003	0.42254	0.339055	0.439042	0.384782	0.239398	0.332939	0.387592	0.313726	0.476361	0.451134	0.481121	0.294276	0.381407	0.355077	0.512989	0.294183	0.537656	0.322548	0.432878	0.376001
Electron_accepting_reactions	1.2660775925	0.4876554277	0.7056634235	1.1315631757	0.4450679471	0.4596496439	0.2670976254	1.1082895196	1.067705572	0.4596441446	1.1672033343	0.9607080121	0.6265053708	0.2526038206	1.4170658818	0.8763447115	0.8495416946	0.5920726055	0.9904959102	0	0.3296417905	0.3220611916	0.6234178829	0.9203388171	0.7058378653	0.7428857682	0.6214995587	0.7334597234	0.8025124636	1.0512082386	0.3233103188	0.549111534	0.6911172077	0.6872194873	0.8603825208	0.5636145328	0.8486081073	0.9684492178	1.0423520057	0.6044852289	0.832668874	1.0586834191	0.7790558517	0.598830805	0.5247372847	0.4748545596	0.8028913961	0.6236141646	0.7608670326	0.5821836117	0.9155212745	0.6277236667	0.6663579861	0.6559050719	0.5285574291	0.7006477196	0.6179515541	0.5807633149	0.5596575938	0.499545	0.576299	0.563083	0.674823	0.592152	0.316644	0.324696	0.799471	0.500017	0.467539	0.48894	0.452904	0.388753	0.361248	0.457339	0.397568	0.632069	0.377146	0.439232	0.558519	0.621572	0.546791	0.315199	0.474375	0.536252	0.403973	0.469432	0.492403	0.429342	0.591322	0.493649	0.399596	0.511173	0.508666	0.380351	0.40266	0.540876	0.575529	0.386169	0.486864	0.417785	0.47883	0.48982
Electron_donating_reactions	2.3965787399	0.8035096362	0.948449994	1.1579498992	0.7195841315	0.8783026804	0.8950691803	1.3600594344	1.4901577384	0.5237088563	1.5359130795	1.2432893628	1.0451662754	0.8197907767	2.3192023154	1.2472502144	1.4836130782	1.4557352885	0.7610615272	1.6574585635	2.0520526091	3.0434782609	1.4140594102	1.0016391127	1.0132156527	1.1548334669	1.4609698433	1.007526523	1.2540641349	1.0887445091	1.6459124738	1.5487978917	1.040800383	0.6060073138	1.2866351927	1.2769796574	0.9475575719	1.1765304971	0.9089589903	1.3604048066	1.140264007	1.3347475276	1.5088550557	1.1989219681	1.2542090105	1.6743864838	1.0520786192	1.3439921346	1.3187248281	1.4445622806	1.3716656473	1.4295389228	1.3748044156	1.3880068766	1.4437120377	1.5262181276	1.2503686296	1.296362722	1.3037137559	1.6522	0.942594	1.1543	1.21699	1.522	1.32167	1.22372	1.75826	1.70614	1.29696	1.81012	1.37594	1.48917	1.34405	1.16077	1.69935	1.41319	1.45232	1.34228	1.43154	1.56437	1.73758	1.36176	1.82065	1.60241	1.46245	1.61817	1.65771	1.33684	1.38379	1.67464	1.36374	1.5023	1.36368	1.36531	1.43414	1.5647	1.37729	1.41566	1.26711	1.47262	1.17862	1.43131
Electron_transport_and_photophosphorylation	0.0022747988	0.000628496	0.0024647721	0.0098469459	0	0	0	0.0002908254	0.0026525551	0	0.0088653133	0.0053398836	0.0093905419	0	0.0021939412	0	0	0.0003193909	0	0	0	0	0	2.63E-05	0.002028824	0.000230193	0.0108593123	0.0023404734	0.0001554909	0.0001278947	0.0028419908	9.58E-05	0.0006781065	0.0005482832	0.0025560521	0.0001325186	0.0005076065	0.0012509023	0.0038027557	0.0026645076	0.0014123831	0.0011308238	0.0003191061	0.0002706055	0.0004987731	0.000131774	0.0010661839	0.0002405749	0.0002111508	0.0001953044	0.0004206475	0.0018345191	0.0002480251	0.0003068243	4.11E-05	0.0004174825	0.0005747818	0.0001587373	0.000139418	1.02E-06	0	1.35E-05	0	6.31E-05	0	0	0.000120529	5.64E-06	0	0	5.97E-05	0	1.85E-06	1.73E-05	0	1.55E-05	2.60E-05	1.15E-05	2.91E-05	0.000198937	0.000185446	7.84E-06	1.60E-05	6.60E-06	0	2.35E-06	0.000181768	0.000253017	1.47E-05	1.10E-05	2.68E-05	7.47E-05	0	1.64E-05	0	8.10E-05	3.22E-05	0.00441	0.000207642	0	4.19E-06	7.27E-05
Fage-related_replication	0.0033316927	0.0194833763	0.0133419187	0.0145284156	0.0045960811	0.0006250156	0	8.57E-05	0.0079576652	0.0059192202	0.0140438418	0.0042719069	0	0.013611924	0.0031899635	0	0	0.004471472	0.0797448166	0	0	0	0	5.26E-05	0	0.0006905791	0.0001787982	5.10E-05	3.89E-05	6.39E-05	5.54E-05	0.0008617702	0	0	0.0001257125	8.95E-05	8.38E-05	0.000354029	0	8.41E-05	0.0002258299	0.0001779268	6.91E-05	3.69E-05	5.76E-05	0.0001647175	0	0.0002706467	0	4.88E-05	0.0010197516	7.24E-05	0.0015708256	0.0008121819	0.0057577469	0.0001192807	0.0017243453	0.0085762234	0.0018796534	0.000125664	4.56E-06	0	3.30E-05	1.90E-05	0.00017644	7.30E-06	8.29E-05	6.58E-06	2.60E-05	1.15E-05	6.81E-05	1.43E-05	0.000114965	5.20E-05	0.000120498	9.62E-06	1.41E-05	1.74E-05	0.000194457	0.000104348	0	3.94E-06	3.61E-05	6.34E-05	0.000368849	0.0012718	1.56E-05	2.30E-06	4.71E-05	2.74E-05	2.54E-05	1.31E-05	3.69E-05	6.13E-05	5.93E-06	0.000125316	6.22E-05	0.000291002	7.01E-06	0	0.000789312	9.86E-06
Fatty_acid_metabolic_cluster	0.0623851615	0.01757483	0.0298745836	0.0648592637	0.0197376454	0.0173197079	0.009006712	0.0243183353	0.0628362666	0.0598020282	0.0718992081	0.0568349964	0.0450184402	0.0319067035	0.0620863648	0.0569795361	0.0455480134	0.0206456831	0.0113921167	0	0	0	0.0117288295	0.0076139998	0.0086228585	0.0129756565	0.0100742367	0.0120868672	0.0093268613	0.0096168099	0.031073071	0.0137268434	0.0086969881	0.0115004212	0.0082767333	0.0085574385	0.0086391787	0.0115756535	0.0139999178	0.0122540304	0.0101815367	0.0252227392	0.017671335	0.0084084204	0.0121829192	0.0112136602	0.0075250873	0.0335115552	0.0338170516	0.0337242722	0.0431500972	0.0488428445	0.038750169	0.0380865426	0.0406030626	0.040541375	0.0344764688	0.0400105773	0.0296340615	0.0283615	0.0135503	0.0229942	0.01631	0.0238623	0.0389013	0.035034	0.0660058	0.0271485	0.0173729	0.0316228	0.0314018	0.0368555	0.0325138	0.0298146	0.0294706	0.0311713	0.0331505	0.0383209	0.0228681	0.0225093	0.0258104	0.0475034	0.0305731	0.0275885	0.0290079	0.0256064	0.0267642	0.0335292	0.0332475	0.0316944	0.0251454	0.0275214	0.0378837	0.0378943	0.054483	0.0299962	0.0293574	0.034156	0.0232303	0.0311738	0.0130913	0.0247706
Fatty_acids	1.3163237358	0.7428584242	0.8925066173	0.9632895536	0.9384420205	1.0466304268	0.8965004271	0.7628361746	0.9733003786	0.825565352	1.2421980626	0.8393458209	0.5663937919	0.7881611911	1.3475357285	0.4846002901	0.7520949875	0.4713034783	0.5189393939	0.5524861878	0.3941974141	0.4830917874	0.5595233175	0.6498361461	0.5443575612	0.4198457937	0.5701237731	0.4821678227	0.5241468902	0.4252211745	0.6080816489	0.578995317	0.5786878242	0.4027622665	0.5142530137	0.6149806726	0.518968382	0.3201449001	0.4274503558	0.5384423424	0.5417340425	0.7337014346	0.389213848	0.5799405864	0.5857942488	0.4355713308	0.560243988	0.6821207522	0.6992457315	0.6925193619	0.8920855766	0.7069061143	0.7306894602	0.5841473865	0.6980788212	0.7500156259	0.6571330166	0.6910480499	0.7357842652	0.626504	0.67826	0.77288	0.707346	0.82186	0.615026	0.662521	0.969162	0.779134	0.728055	0.628343	0.780602	0.684267	0.706619	0.629318	0.511389	0.639291	0.746987	0.706127	0.699966	0.828962	0.845667	0.688708	0.809549	0.620352	0.626482	0.634549	0.609496	0.648535	0.696871	0.753876	0.698367	0.695202	0.763241	0.691612	0.81372	0.737763	0.589429	0.737649	0.633603	0.704711	0.735564	0.777766
Fe-S_clusters	0.1856585747	0.1132448955	0.0788188922	0.1026216275	0.0608853831	0.0972192668	0.0794623691	0.0797743341	0.0995249249	0.1385103632	0.0990506296	0.0902490383	0.1077247702	0.113913439	0.186987178	0.1631686716	0.0536552649	0.0627370441	0.0489101542	0	0.1419110691	0	0.0653414789	0.0256992778	0.0311155819	0.0298605782	0.0701971778	0.0365613583	0.0303007041	0.0303007376	0.0289193599	0.0620735103	0.0214637167	0.0254609949	0.0454113855	0.0277576747	0.0322788328	0.0399963134	0.0437110601	0.0387075588	0.0342350804	0.0496432651	0.0422722259	0.0329576749	0.0380702603	0.0312099019	0.033620504	0.1002319393	0.1024391046	0.1223095159	0.0978666455	0.1070369015	0.0972777048	0.1144531481	0.108580823	0.1225261718	0.1001081169	0.1068327015	0.092793942	0.0903714	0.0727869	0.0835252	0.0840006	0.112562	0.144123	0.144991	0.0570995	0.0821533	0.126728	0.116942	0.12106	0.139278	0.131246	0.107143	0.101517	0.0749305	0.134158	0.135134	0.117523	0.0976068	0.106962	0.147695	0.0935338	0.099225	0.120292	0.100735	0.140521	0.125377	0.114413	0.112924	0.108212	0.0968198	0.105821	0.135858	0.101788	0.120337	0.115804	0.136678	0.112958	0.13396	0.12141	0.103782
Fermentation	0.8008932363	0.7657200479	0.8427138803	1.017282857	1.0870455529	0.9542980471	1.3428695174	1.0725806967	0.8435236204	0.905016986	0.884326933	0.9499415773	0.9102724069	0.765333829	0.7800006678	0.9851932898	0.849872653	0.753782158	0.9049222553	0.5524861878	0.4420267003	1.8900112233	0.7892336161	0.9277336302	1.2935865138	1.0157878916	0.7290743805	1.0873983642	0.9398599905	1.1080829496	0.8551328172	0.7646784189	0.952542191	1.2706105595	1.3790195097	1.0508119104	0.9390726854	1.1965686316	1.2863014436	0.9659876095	0.9352767652	1.0424794473	0.9443914187	0.9960682207	1.0607318058	0.6949094162	0.9926074786	0.8161711059	0.8837101737	0.6603650495	0.7049315144	0.7329099537	0.8492555909	0.7941258525	0.6600961868	0.8296306805	0.7524130408	0.6648840822	0.7870286085	0.507146	1.0514	0.833593	0.738663	0.705466	0.473138	0.501197	0.921327	0.732669	0.574869	0.380444	0.630287	0.546701	0.568248	0.622915	0.388649	0.716158	0.5811	0.598461	0.628875	0.666923	0.669605	0.613385	0.53752	0.546812	0.559294	0.565299	0.492623	0.645481	0.756297	0.58656	0.576163	0.72918	0.66294	0.581743	0.671588	0.636865	0.61544	0.567009	0.630353	0.561771	0.599381	0.649554
Fimbriae_of_the_Chaperone/Usher_Assembly_Pathway	0.0027248044	0.0898749293	0.0621871253	0.022423124	0.0318343278	0.0097702443	0.0197318498	0.0527654924	0.0079576652	0.0402543489	0.0038450985	0.0053398836	0.0042792343	0.013611924	0.0034995381	0	0	0.004471472	0	0	0	0	0	0.0013690082	0.0003901391	0.0020246524	0.0012353329	5.10E-05	0	0	3.69E-05	0.0003212923	0.0001499498	8.84E-05	0.0011733164	2.98E-05	8.38E-05	0.000778319	7.78E-05	8.41E-05	0.0008129876	0.00120363	0.000207419	0.0002214045	5.76E-05	0.0023126338	0	0	0	9.77E-05	0.0374001981	7.24E-05	0.0014054756	0.0002165818	0.002473611	0.0004174825	0.0035024491	0.0059955833	0.0005477136	3.07E-05	0	0	5.64E-05	2.21E-05	5.88E-06	1.45E-05	0.000486972	0	0	0	1.49E-05	0	0	2.89E-06	2.59E-06	0	7.07E-06	0	0	0.000225474	0	0.000122688	8.87E-06	3.11E-05	0.000452722	0.000456725	0	4.36E-05	3.17E-06	5.49E-06	1.01E-05	2.35E-05	1.61E-05	8.18E-06	2.97E-06	0.000868155	1.38E-05	0	8.17E-05	0	0.000112289	0
Flagella_protein	0.008467949	0.0052831515	0.0077682947	0.004967289	0.0016414575	0.0044283043	0.0053584532	0.0060831838	0.0117154516	0.0036093862	0.0075716074	0.0076538331	0.0028528229	0.007940289	0.009445986	0.0298609334	0	0.0048440947	0	0	0.0394197414	0	0.0059494062	0.0008277887	0.0006482679	0.0008958346	0.0015479807	0.0007324715	0.0010888284	0.0003418169	0.0023549155	0.0014421211	0.0005589797	0.0009777717	0.0004479555	0.0012704885	0.0005937599	0.0002886698	0.0007443162	0.0014601894	0.0015964667	0.0045983085	0.0015832981	0.0006135217	0.0035668336	0.0014645588	0.0006328233	0.008618595	0.0067644352	0.0162542082	0.0124880207	0.0051632058	0.0024339029	0.0024762523	0.015440769	0.00366987	0.0104956624	0.0105628333	0.0088248274	0.00691316	0.00138265	0.00438412	0.00275343	0.00452458	0.00121218	0.00689039	0.000456455	0.00189334	0.0113259	0.00762863	0.00370121	0.00447035	0.00421339	0.00129357	0.0112393	0.00432036	0.004365	0.00612788	0.00514591	0.00379453	0.00146775	0.00224716	0.00273105	0.00561322	0.00245003	0.00603778	0.00479912	0.00199229	0.00406275	0.00373663	0.00200219	0.0019514	0.0023734	0.0032206	0.00247673	0.00209575	0.000749781	0.00424356	0.0027339	0.00272767	0.010429	0.00414657
Flagellar_motility_in_Prokaryota	0.4717829336	0.6388277204	1.4949960789	0.8555993985	0.7193836076	1.5540198751	1.1761896299	0.757632103	1.2522616256	0.5249418863	1.1002843991	0.8471766464	0.9130116605	1.1957708286	0.484513883	0.3335892842	0.4464884545	0.2492699015	0.365497076	0.5524861878	0.3216650899	0.0439174352	0.6437563531	0.1504555872	0.2115759929	0.1607679985	0.0572338298	0.4743062064	0.1499662292	0.1905514355	0.12644736	0.0890457732	0.1521951697	0.3387864512	0.0774104247	0.211486565	0.1185901357	0.1535502205	0.1409053901	0.1729425883	0.1187350277	0.1864577896	0.1480325072	0.2300198838	0.3016567232	0.1530535081	0.1659613519	0.2029751497	0.2310485698	0.1936029219	0.6186036893	0.2072107555	0.1586243466	0.1987645533	0.3399131948	0.2398267059	0.3201719545	0.4011742838	0.6220950593	0.176135	0.293078	0.182041	0.187346	0.17127	0.0844235	0.0930616	0.359022	0.187303	0.0844193	0.091987	0.13113	0.10711	0.09217	0.139537	0.0870717	0.227654	0.103651	0.0999086	0.149522	0.308329	0.24972	0.133438	0.156265	0.125999	0.150792	0.152275	0.074741	0.199831	0.110963	0.142522	0.208619	0.154025	0.146745	0.128427	0.180856	0.180124	0.133308	0.0992631	0.126766	0.0978451	0.118623	0.271532
Folate_and_pterines	1.1825647779	3.2315722387	0.9040396608	1.4541778971	1.108575996	1.3777875199	0.8930665422	0.9154422172	1.2681226112	1.3000046741	1.0761966342	0.9285788228	1.0122176495	0.9002506281	1.1601347268	0.9067048045	0.7657500079	0.7533707992	0.9594147214	2.4861878453	0.5844258233	1.2485726834	0.9392792646	0.6338206496	0.6415789907	0.7052444269	0.8527026685	0.5819678642	0.5843776548	0.7527860207	0.6309860815	0.7892680076	0.5805723783	0.6665019642	0.8071932758	0.6680857991	0.5406391215	0.6686300618	0.7220513865	0.651949611	0.5738417846	0.866824902	0.5832918572	0.6599418083	0.7854457775	0.6215352899	0.5910709323	0.9292394362	0.9560093463	0.7730444554	0.9935042217	0.9625158076	0.9919797948	0.9886010598	0.7931574112	1.0536607727	0.8751392599	0.8428699139	0.9023868494	0.703012	0.686485	0.710157	0.641285	0.711946	0.639283	0.748255	0.891106	0.64799	0.62338	0.742575	0.716595	0.676031	0.69949	0.703575	0.689296	0.70534	0.717835	0.71359	0.680553	0.63693	0.762251	0.806756	0.684593	0.674367	0.62463	0.721981	0.601175	0.807912	0.722163	0.683564	0.694527	0.775022	0.817299	0.738491	0.61327	0.723957	0.737766	0.722264	0.671967	0.669958	0.517412	0.664011
General_Stress_Response_and_Stationary_Phase_Response	0.0112876891	0.0333404241	0.0431455712	0.0310901438	0.0269636756	0.0155713285	0.028308813	0.0439197093	0.0419103702	0.049684868	0.0200617879	0.0187133254	0.0159078837	0.0272238481	0.0115347167	0	0	0.015650152	0	0	0	0	0.0249875062	0.0039560234	0.0041920591	0.0069833443	0.0075254944	0.0017230196	0.0041702867	0.0028744679	0.0067839506	0.0096627308	0.0015122332	0.0269526877	0.003319255	0.001683989	0.0021577934	0.0129195452	0.0043791901	0.0046092143	0.0046240424	0.0375649192	0.0086460564	0.0029124786	0.0135440469	0.0073091743	0.0073952808	0.0104860575	0.0165877039	0.0071204727	0.0399088287	0.0217004303	0.0184833816	0.0145028608	0.0107537628	0.0201902488	0.0166079084	0.0127872216	0.0176566257	0.0110396	0.0107006	0.0224292	0.0200274	0.0244963	0.0365398	0.0379587	0.00712299	0.0187893	0.0506241	0.014674	0.0291362	0.0363178	0.0395859	0.0278425	0.00813865	0.0087991	0.0301232	0.040747	0.0381742	0.0212049	0.0173217	0.0360564	0.0218925	0.0213905	0.0194227	0.0140678	0.0182099	0.0289318	0.0306826	0.0225832	0.022775	0.0199964	0.0301801	0.0337527	0.022769	0.0254647	0.0295646	0.03337	0.0331801	0.0333959	0.0420055	0.0266699
