Level_1	Level_2	Level_3
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Copper_homeostasis:_copper_tolerance
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Core_Oligosaccharide_Glycosylation_in_Pseudomonas
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Tetrapyrroles	Core_tetrapyrrole_biosynthesis_in_plants
Amino_Acids_and_Derivatives	-	Creatine_and_Creatinine_Degradation
Metabolism_of_Aromatic_Compounds	-	Cresol_degradation
DNA_Metabolism	CRISPs	CRISP_Cmr_Cluster
DNA_Metabolism	CRISPs	CRISPR-associated_cluster
DNA_Metabolism	CRISPs	CRISPRs
RNA_Metabolism	RNA_processing_and_modification	ct6A
Membrane_Transport	Protein_secretion_system_Type_VIII_(Extracellular_nucleation/precipitation_pathway_ENP)	Curli_production
Plant_cell_walls_and_outer_surfaces	-	Cuticular_wax_in_plants
Plant_cell_walls_and_outer_surfaces	-	Cutin_biosynthesis_in_plants
Protein_Metabolism	Protein_processing_and_modification	CXXX_repeat_peptide_maturase_system
Nitrogen_Metabolism	-	Cyanate_hydrolysis
Central_metabolism	TCA	Cyanobacterial_bypass_in_the_TCA
Cell_Division_and_Cell_Cycle	-	Cyanobacterial_Circadian_Clock
Amino_Acids_and_Derivatives	Arginine;_urea_cycle_polyamines	Cyanophycin_Metabolism
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Cyclopropane_and_cyclopropene_fatty_acids_biosynthesis_in_plants
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Cysteine_Biosynthesis
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Cysteine_Biosynthesis_MCB_432
Respiration	Plastidial_(cyanobacterial)_electron_transport_system	Cytochrome_b6-f_complex_in_plants_(plastidial)_and_cyanobacteria
Virulence_Disease_and_Defense	Toxins_and_superantigens	Cytolethal_distending_toxin_of_Campylobacter_jejuni
Virulence_Disease_and_Defense	Toxins_and_superantigens	Cytolethal_distending_toxins
Virulence_Disease_and_Defense	Invasion_and_intracellular_resistance	Cytolysin_and_Lipase_operon_in_Vibrio
Regulation_and_Cell_signaling	-	CytR_regulation
Cell_Wall_and_Capsule	Gram-Positive_cell_wall_components	D-Alanyl_Lipoteichoic_Acid_Biosynthesis
Carbohydrates	Monosaccharides	D-allose_utilization
Carbohydrates	Monosaccharides	D-galactarate_D-glucarate_and_D-glycerate_catabolism
Carbohydrates	Monosaccharides	D-galactarate_D-glucarate_and_D-glycerate_catabolism_-_gjo
Carbohydrates	Monosaccharides	D-galactonate_catabolism
Carbohydrates	Monosaccharides	D-Galacturonate_and_D-Glucuronate_Utilization
Carbohydrates	Monosaccharides	D-gluconate_and_ketogluconates_metabolism
Carbohydrates	Aminosugars	D-glucosaminate_utilization
Carbohydrates	Monosaccharides	D-mannitol_and_D-mannose_degradation_in_plants
Amino_Acids_and_Derivatives	Arginine;_urea_cycle_polyamines	D-nopaline_catabolic_operon
Carbohydrates	Monosaccharides	D-ribose_utilization
Carbohydrates	Monosaccharides	D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization
Carbohydrates	Monosaccharides	D-Tagatose_and_Galactitol_Utilization
Stress_Response	Detoxification	D-tyrosyl-tRNA(Tyr)_deacylase
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Coenzyme_A	dcernst_CoA_Salvage
Nucleosides_and_Nucleotides	Purines	De_Novo_Purine_Biosynthesis
Nucleosides_and_Nucleotides	Pyrimidines	De_Novo_Pyrimidine_Synthesis
Carbohydrates	Central_carbohydrate_metabolism	Dehydrogenase_complexes
Nitrogen_Metabolism	-	Denitrification
Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	dephospho-tetrahydromethanopterin_biosynthesis_MYousef
Cell_Division_and_Cell_Cycle	_Bacterial_checkpoint_control	Diadenylate_cyclase_cluster
Carbohydrates	Central_carbohydrate_metabolism	Dihydroxyacetone_kinases
Stress_Response	-	Dimethylarginine_metabolism
Sulfur_Metabolism	-	Dimethylsulfoniopropionate_(DMSP)_mineralization
Sulfur_Metabolism	-	Dimethylsulfoniopropionate_(DMSP)_mineralization_gjo
Sulfur_Metabolism	-	Dimethylsulfoniopropionate_(DMSP)_mineralization_WBW
Protein_Metabolism	Protein_processing_and_modification	Diphthamide_biosynthesis
Virulence_Disease_and_Defense	Toxins_and_superantigens	Diphtheria_toxin
Dormancy_and_Sporulation	Spore_DNA_protection	Dipicolinate_Synthesis
Nitrogen_Metabolism	-	Dissimilatory_nitrite_reductase
DNA_Metabolism	DNA_replication	DNA_Helicase_of_Unknown_Function
DNA_Metabolism	-	DNA_phosphorothioation
DNA_Metabolism	DNA_uptake_competence	DNA_processing_cluster
DNA_Metabolism	DNA_recombination	DNA_recombination_archaeal
DNA_Metabolism	DNA_repair	DNA_repair_and_recombination_eukaryotic
DNA_Metabolism	DNA_repair	DNA_repair_bacterial
DNA_Metabolism	DNA_repair	DNA_repair_bacterial_DinG_and_relatives
DNA_Metabolism	DNA_repair	DNA_repair_bacterial_MutL-MutS_system
DNA_Metabolism	DNA_repair	DNA_repair_bacterial_photolyase
DNA_Metabolism	DNA_repair	DNA_repair_bacterial_RecBCD_pathway
DNA_Metabolism	DNA_repair	DNA_repair_bacterial_RecFOR_pathway
DNA_Metabolism	DNA_repair	DNA_repair_bacterial_UmuCD_system
DNA_Metabolism	DNA_repair	DNA_repair_bacterial_UvrD_and_related_helicases
DNA_Metabolism	DNA_repair	DNA_Repair_Base_Excision
DNA_Metabolism	DNA_repair	DNA_repair_UvrABC_system
DNA_Metabolism	DNA_replication	DNA_replication_archaeal
DNA_Metabolism	-	DNA_structural_proteins_bacterial
DNA_Metabolism	DNA_replication	DNA_topoisomerases_Type_I_ATP-independent
DNA_Metabolism	DNA_replication	DNA_topoisomerases_Type_II_ATP-dependent
Regulation_and_Cell_signaling	-	DNA-binding_regulatory_proteins_strays
DNA_Metabolism	DNA_replication	DNA-replication
Membrane_Transport	Protein_and_nucleoprotein_secretion_system_Type_IV	Dot-Icm_type_IV_secretion_system
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	dTDP-rhamnose_synthesis
Miscellaneous	-	EC_2.7.1.-_Phosphotransferases_with_an_alcohol_group_as_acceptor
Sulfur_Metabolism	-	EC_3.13.1.-_Hydrolases_acting_on_carbon-sulfur_bonds
Protein_Metabolism	Protein_degradation	EC_3.4.11.-_Aminopeptidases
Protein_Metabolism	Protein_degradation	EC_3.4.13.-_Dipeptidases
Protein_Metabolism	Protein_degradation	EC_3.4.17.-_Metallocarboxypeptidases
Protein_Metabolism	Protein_degradation	EC_3.4.19.-_Omega_peptidases
Protein_Metabolism	Protein_degradation	EC_3.4.21.-_Serine_endopeptidase
Protein_Metabolism	Protein_degradation	EC_3.4.24.-_Metalloendopeptidases
Miscellaneous	-	EC_4._1._1.-_Carboxy-lyases
Miscellaneous	-	EC_4.1.2.-_Aldehyde-lyases
Miscellaneous	-	EC_4.1.3.-_Oxo-acid-lyases
Miscellaneous	-	EC_5.1.2.-_Racemaces_and_epimerases_acting_on_hydroxy_acids_and_derivatives
Miscellaneous	-	EC_6.3.4.-_Ligases_that_form_carbon-nitrogen_bonds
Central_metabolism	-	EC_6.4.1.-_Ligases_that_form_carbon-carbon_bonds
Clustering-based_subsystems	-	EC699-706
Membrane_Transport	-	ECF_class_transporters
Stress_Response	Osmotic_stress	Ectoine_biosynthesis_and_regulation
Respiration	Reverse_electron_transport	Energy_conserving_hydrogenase_b_Methanococcales-Methanobacteriales-Methanopyrales
Respiration	Reverse_electron_transport	Energy_conserving_hydrogenase_Methanococcales-Methanobacteriales-Methanopyrales
Respiration	Electron_donating_reactions	Energy-conserving_hydrogenase_(ferredoxin)
Carbohydrates	Central_carbohydrate_metabolism	Entner-Doudoroff_Pathway
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	ergothioneine_biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Ergothioneine_Cyano
Carbohydrates	Sugar_alcohols	Erythritol_utilization
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Erythromycin_resistance
Membrane_Transport	Protein_secretion_system_Type_VII	ESAT-6_proteins_secretion_system_in_Firmicutes
Membrane_Transport	Protein_secretion_system_Type_VII	ESAT-6_proteins_secretion_system_in_Mycobacteria_(locus_ESX-1)
Carbohydrates	Sugar_alcohols	Ethanolamine_utilization
Carbohydrates	Central_carbohydrate_metabolism	Ethylmalonyl-CoA_pathway_of_C2_assimilation
Carbohydrates	Central_carbohydrate_metabolism	Ethylmalonyl-CoA_pathway_of_C2_assimilation_GJO
RNA_Metabolism	RNA_processing_and_modification	eukaryotic_rRNA_modification_and_related_functions
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Exopolysaccharide_Biosynthesis
Dormancy_and_Sporulation	-	Exosporium
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Experimental_ThMP_RZ
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Extracellular_Polysaccharide_Biosynthesis_of_Streptococci
Respiration	ATP_synthases	F0F1-type_ATP_synthase
Respiration	Mitochondrial_electron_transport_system_in_plants	F0F1-type_ATP_synthase_in_plants_(mitochondrial)
Respiration	Plastidial_(cyanobacterial)_electron_transport_system	F0F1-type_ATP_synthase_in_plants_(plastidial)
Dormancy_and_Sporulation	-	F1453_mlsummers
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Coenzyme_F420	F420_bobik
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Fatty_Acid_Biosynthesis_FASI
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Fatty_Acid_Biosynthesis_FASII
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Fatty_acid_biosynthesis_in_plants_(mitochondrial)
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Fatty_acid_biosynthesis_in_plants_(plastidial)
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Fatty_acid_degradation_regulons
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Fe-S_clusters	Fe-S_cluster_assembly
Respiration	Electron_accepting_reactions	Fe(III)_respiration_-_Shewanella_type
Protein_Metabolism	Protein_processing_and_modification	FeFe_hydrogenase_maturation
Carbohydrates	Fermentation	Fermentations:_Lactate
Carbohydrates	Fermentation	Fermentations:_Mixed_acid
Iron_acquisition_and_metabolism	-	Ferrous_iron_transporter_EfeUOB_low-pH-induced
Motility_and_Chemotaxis	Flagellar_motility_in_Prokaryota	Flagellar_motility
Motility_and_Chemotaxis	Flagellar_motility_in_Prokaryota	Flagellum
Motility_and_Chemotaxis	Flagellar_motility_in_Prokaryota	Flagellum_in_Campylobacter
Secondary_Metabolism	Biosynthesis_of_phenylpropanoids	Flavanones_and_dihydroflavonols_biosynthesis_in_plants
Respiration	-	Flavocytochrome_C
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Riboflavin_FMN_FAD	Flavodoxin
Stress_Response	-	Flavohaemoglobin
Stress_Response	-	FOL_Commensurate_regulon_activation
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	Folate_Biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	Folate_biosynthesis_in_plants
Carbohydrates	One-carbon_Metabolism	Folate-mediated_one-carbon_metabolism_in_plants
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	FolateExerciseMaizeClassVDC
Carbohydrates	One-carbon_Metabolism	Formaldehyde_assimilation:_Ribulose_monophosphate_pathway
Respiration	Electron_donating_reactions	Formate_dehydrogenase
Respiration	-	Formate_hydrogenase
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Fosfomycin_resistance
Regulation_and_Cell_signaling	Programmed_Cell_Death_and_Toxin-antitoxin_Systems	Fratricide_in_Streptococcus
Carbohydrates	Di-_and_oligosaccharides	Fructooligosaccharides(FOS)_and_Raffinose_Utilization
Membrane_Transport	Sugar_Phosphotransferase_Systems_PTS	Fructose_and_Mannose_Inducible_PTS
Carbohydrates	Monosaccharides	Fructose_utilization
Carbohydrates	Aminosugars	Fructoselysine_(Amadori_product)_utilization_pathway
Regulation_and_Cell_signaling	-	G-protein-coupled_receptor_(GPCR)_system_in_Actinobacteria
Clustering-based_subsystems	Putrescine/GABA_utilization_cluster-temporalto_add_to_SSs	GABA_and_putrescine_metabolism_from_cluters
Carbohydrates	Monosaccharides	Galactose_degradation_in_plants
Membrane_Transport	Sugar_Phosphotransferase_Systems_PTS	Galactose-inducible_PTS
Sulfur_Metabolism	-	Galactosylceramide_and_Sulfatide_metabolism
Metabolism_of_Aromatic_Compounds	-	Gallic_acid_utilization
Carbohydrates	Nucleotide_sugars	GDP-sugars_biosynthesis_and_interconversions_in_plants
Membrane_Transport	Protein_secretion_system_Type_II	General_Secretion_Pathway
Metabolism_of_Aromatic_Compounds	-	Gentisate_degradation
Regulation_and_Cell_signaling	-	Global_Two-component_Regulator_PrrBA_in_Proteobacteria
Amino_Acids_and_Derivatives	Glutamine_glutamate_aspartate_asparagine;_ammonia_assimilation	Glutamate_dehydrogenases
Stress_Response	Acid_stress	Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus
Amino_Acids_and_Derivatives	Glutamine_glutamate_aspartate_asparagine;_ammonia_assimilation	Glutamine_Glutamate_Aspartate_and_Asparagine_Biosynthesis
Amino_Acids_and_Derivatives	Glutamine_glutamate_aspartate_asparagine;_ammonia_assimilation	Glutamine_glutamate_aspartate_asparagine_metabolism_in_plants
Amino_Acids_and_Derivatives	Glutamine_glutamate_aspartate_asparagine;_ammonia_assimilation	Glutamine_synthetases
Stress_Response	Oxidative_stress	Glutaredoxins
Stress_Response	Oxidative_stress	Glutathione_analogs:_mycothiol
Stress_Response	Detoxification	Glutathione-dependent_pathway_of_formaldehyde_detoxification
Potassium_metabolism	-	Glutathione-regulated_potassium-efflux_system_and_associated_functions
Stress_Response	Oxidative_stress	Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle
Stress_Response	Oxidative_stress	Glutathione:_Non-redox_reactions
Stress_Response	Oxidative_stress	Glutathione:_Redox_cycle
Stress_Response	Oxidative_stress	Glutathionylspermidine_and_Trypanothione
Carbohydrates	Organic_acids	Glycerate_metabolism
Carbohydrates	Sugar_alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
Carbohydrates	Sugar_alcohols	Glycerol_fermentation_to_13-propanediol
Fatty_Acids_Lipids_and_Isoprenoids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria
Amino_Acids_and_Derivatives	Alanine_serine_and_glycine	Glycine_and_Serine_Utilization
Amino_Acids_and_Derivatives	Alanine_serine_and_glycine	Glycine_Biosynthesis
Amino_Acids_and_Derivatives	Alanine_serine_and_glycine	Glycine_cleavage_system
Protein_Metabolism	Selenoproteins	Glycine_reductase_sarcosine_reductase_and_betaine_reductase
Carbohydrates	Polysaccharides	Glycogen_metabolism
Carbohydrates	Central_carbohydrate_metabolism	Glycolate_glyoxylate_interconversions
Carbohydrates	Central_carbohydrate_metabolism	Glycolysis_and_Gluconeogenesis
Carbohydrates	Central_carbohydrate_metabolism	Glycolysis_and_Gluconeogenesis_in_plants
Carbohydrates	Central_carbohydrate_metabolism	Glycolysis_and_Gluconeogenesis_including_Archaeal_enzymes
Carbohydrates	Central_carbohydrate_metabolism	Glycolysis_test
Fatty_Acids_Lipids_and_Isoprenoids	-	Glycosylglycerides_biosynthesis_in_plants
Carbohydrates	Central_carbohydrate_metabolism	Glyoxylate_bypass
DNA_Metabolism	DNA_uptake_competence	Gram_Positive_Competence
Virulence_Disease_and_Defense	Invasion_and_intracellular_resistance	Gram-Positive_Extracellular_Nucleases
Protein_Metabolism	Protein_folding	GroEL_GroES
RNA_Metabolism	-	Group_II_intron-associated_genes
Stress_Response	Osmotic_stress	Gycosylglycerates
Respiration	Electron_donating_reactions	H2:CoM-S-S-HTP_oxidoreductase
Fatty_Acids_Lipids_and_Isoprenoids	-	Head-to-head_olefinic_hydrocarbon_biosynthesis
Clustering-based_subsystems	heat_shock_cell_division_proteases_and_a_methyltransferase	Heat_shock_Cell_division_Proteases_and_a_Methyltransferase
Stress_Response	Heat_shock	Heat_shock_dnaK_gene_cluster_extended
Virulence	-	Heat_shock_protein_Hsp22.5_involved_in_pathogenesis_of_Mycobacterium_tuberculosis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Tetrapyrroles	Heme_and_Siroheme_biosynthesis_in_plants
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Tetrapyrroles	Heme_biosynthesis_orphans
Iron_acquisition_and_metabolism	-	Heme_hemin_uptake_and_utilization_systems_in_GramPositives
Iron_acquisition_and_metabolism	-	Hemin_transport_system
Cell_Division_and_Cell_Cycle	-	Heterocyst_formation_in_cyanobacteria
Carbohydrates	Monosaccharides	Hexose_Phosphate_Uptake_System
Stress_Response	-	Hfl_operon
Phosphorus_Metabolism	-	High_affinity_phosphate_transporter_and_control_of_PHO_regulon
Amino_Acids_and_Derivatives	Histidine_Metabolism	Histidine_Biosynthesis
Amino_Acids_and_Derivatives	Histidine_Metabolism	Histidine_Biosynthesis_in_plants
Amino_Acids_and_Derivatives	Histidine_Metabolism	Histidine_Degradation
Amino_Acids_and_Derivatives	Branched-chain_amino_acids	HMG_CoA_Synthesis
Amino_Acids_and_Derivatives	Branched-chain_amino_acids	HMG-CoA
Metabolism_of_Aromatic_Compounds	Metabolism_of_central_aromatic_intermediates	Homogentisate_pathway_of_aromatic_compound_degradation
Secondary_Metabolism	Plant_Glucosinolates	Homomethionine_biosynthesis_and_methionine_chain_elongation_pathway_for_glucosinolates_in_plants
Stress_Response	Detoxification	Housecleaning_nucleoside_triphosphate_pyrophosphatases
Regulation_and_Cell_signaling	-	HPr_catabolite_repression_system
Membrane_Transport	Protein_translocation_across_cytoplasmic_membrane	HtrA_and_Sec_secretion
Nucleosides_and_Nucleotides	-	Hydantoin_metabolism
Respiration	Electron_donating_reactions	Hydrogenases
Metabolism_of_Aromatic_Compounds	Anaerobic_degradation_of_aromatic_compounds	Hydroxyaromatic_decarboxylase_family
Potassium_metabolism	-	Hyperosmotic_potassium_uptake
Clustering-based_subsystems	Hypothetical_associated_with_RecF	Hypothetical_Coupled_to_RecF
Clustering-based_subsystems	Hypothetical_Related_to_Dihydroorate_Dehydrogenase	Hypothetical_Related_to_Dihydroorotate_dehydrogenase
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	IbrA_and_IbrB:_co-activators_of_prophage_gene_expression
Virulence_Disease_and_Defense	Invasion_and_intracellular_resistance	Inclusion_membrane_proteins_supporting_intracellular_life_styles_in_Chlamydiales
Amino_Acids_and_Derivatives	Aromatic_amino_acids_and_derivatives	Indole-pyruvate_oxidoreductase_complex
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis
Sulfur_Metabolism	Inorganic_sulfur_assimilation	Inorganic_Sulfur_Assimilation
Carbohydrates	Sugar_alcohols	Inositol_catabolism
Phages_Prophages_Transposable_elements_Plasmids	-	Integrons
Protein_Metabolism	Protein_processing_and_modification	Inteins
Cell_Division_and_Cell_Cycle	-	Intracellular_septation_in_Enterobacteria
Regulation_and_Cell_signaling	-	Iojap
Miscellaneous	Plant-Prokaryote_comparative_genomics	IojapClusters
Iron_acquisition_and_metabolism	-	Iron_acquisition_in_Streptococcus
Iron_acquisition_and_metabolism	-	Iron_acquisition_in_Vibrio
Iron_acquisition_and_metabolism	-	Iron_Scavenging_cluster_in_Thermus
Iron_acquisition_and_metabolism	Siderophores	Iron_siderophore_sensor_&_receptor_system
Iron_acquisition_and_metabolism	-	Iron(III)_dicitrate_transport_system_Fec
Carbohydrates	Organic_acids	Isobutyryl-CoA_to_Propionyl-CoA_Module
Amino_Acids_and_Derivatives	Branched-chain_amino_acids	Isoleucine_degradation
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Isoprenoid_biosynthesis_in_plants_mevalonate_branch
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Isoprenoid_biosynthesis_in_plants_nonmevalonate_branch
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis:_Interconversions
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Isoprenoid_scratch
Fatty_Acids_Lipids_and_Isoprenoids	Isoprenoids	Isoprenoinds_for_Quinones
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	KDO2-Lipid_A_biosynthesis
RNA_Metabolism	RNA_processing_and_modification	KEOPS_complex
Amino_Acids_and_Derivatives	Branched-chain_amino_acids	Ketoisovalerate_oxidoreductase
Amino_Acids_and_Derivatives	Branched-chain_amino_acids	Khodge314_Isoleucine_Biosynthesis
Amino_Acids_and_Derivatives	-	L-2-amino-thiazoline-4-carboxylic_acid-Lcysteine_conversion
Carbohydrates	Monosaccharides	L-Arabinose_utilization
Carbohydrates	Monosaccharides	L-ascorbate_utilization_(and_related_gene_clusters)
Sulfur_Metabolism	Organic_sulfur_assimilation	L-Cystine_Uptake_and_Metabolism
Carbohydrates	Monosaccharides	L-fucose_utilization
Carbohydrates	Monosaccharides	L-fucose_utilization_temp
Carbohydrates	Monosaccharides	L-rhamnose_utilization
Miscellaneous	Lactate_racemization	Lactate_Racemization
Carbohydrates	Organic_acids	Lactate_utilization
Carbohydrates	-	Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway
Carbohydrates	Di-_and_oligosaccharides	Lactose_and_Galactose_Uptake_and_Utilization
Carbohydrates	Di-_and_oligosaccharides	Lactose_utilization
DNA_Metabolism	DNA_uptake_competence	Late_competence
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Legionaminic_Acid_Biosynthesis
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Legionella_pneumophila_Potential_Resistome
Virulence_Disease_and_Defense	-	Legionella_pneumophila_Virulome
Amino_Acids_and_Derivatives	Branched-chain_amino_acids	Leucine_Biosynthesis
Amino_Acids_and_Derivatives	Branched-chain_amino_acids	Leucine_Degradation_and_HMG-CoA_Metabolism
Plant_cell_walls_and_outer_surfaces	-	Lignin_biosynthesis_in_plants
Cell_Wall_and_Capsule	-	Lipid_A_biosynthesis_in_plants
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Lipid_A_modifications
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Lipid-linked_oligosaccharide_synthesis_related_cluster
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Lipoic_acid	Lipoate__transport
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Lipoic_acid	Lipoic_acid_metabolism
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Lipopolysaccharide_assembly
Clustering-based_subsystems	-	Lipopolysaccharide_assembly_cluster
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Lipopolysaccharide-related_cluster_in_Alphaproteobacteria
Protein_Metabolism	Protein_processing_and_modification	Lipoprotein_Biosynthesis
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Lipoprotein_sorting_system
Phages_Prophages_Transposable_elements_Plasmids	Pathogenicity_islands	Listeria_Pathogenicity_Island_LIPI-1_extended
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Listeria_phi-A118-like_prophages
Virulence_Disease_and_Defense	Invasion_and_intracellular_resistance	Listeria_surface_proteins:_Internalin-like_proteins
Virulence_Disease_and_Defense	Invasion_and_intracellular_resistance	Listeria_surface_proteins:_LPXTG_motif
Clustering-based_subsystems	-	LMPTP_YwlE_cluster
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	LOS_core_oligosaccharide_biosynthesis
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Lysine_and_threonine_metabolism_in_plants
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Lysine_biosynthesis_AAA_pathway_2
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Lysine_Biosynthesis_DAP_Pathway
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Lysine_degradation
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Lysine_fermentation
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Lysine_fermentation_MCB_432
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Lysozyme_inhibitors
RNA_Metabolism	RNA_processing_and_modification	m(6)t(6)A_methlytransferase_TsaA
Cell_Division_and_Cell_Cycle	-	Macromolecular_synthesis_operon
Motility_and_Chemotaxis	Magnetotaxis	Magnetosome
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Major_Outer_Membrane_Proteins
Carbohydrates	Organic_acids	Malonate_
Carbohydrates	Organic_acids	Malonate_decarboxylase
Carbohydrates	Di-_and_oligosaccharides	Maltose_and_Maltodextrin_Utilization
Virulence	-	Mammalian_cell_entry_genes_(MCE)_in_Streptomyces
Carbohydrates	Sugar_alcohols	Mannitol_Utilization
Carbohydrates	Monosaccharides	Mannose_Metabolism
Membrane_Transport	Protein_and_nucleoprotein_secretion_system_Type_IV	Mannose-sensitive_hemagglutinin_type_4_pilus
Virulence_Disease_and_Defense	Bacteriocins_ribosomally_synthesized_antibacterial_peptides	Marinocine_a_broad-spectrum_antibacterial_protein
Regulation_and_Cell_signaling	Programmed_Cell_Death_and_Toxin-antitoxin_Systems	MazEF_toxin-antitoxing_(programmed_cell_death)_system
Virulence_Disease_and_Defense	Adhesion	Mediator_of_hyperadherence_YidE_in_Enterobacteria_and_its_conserved_region
Carbohydrates	Di-_and_oligosaccharides	Melibiose_degradation_in_plants
Carbohydrates	Di-_and_oligosaccharides	Melibiose_Utilization
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Menaquinone_and_Phylloquinone_Biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Menaquinone_biosynthesis_from_chorismate_via_14-dihydroxy-2-naphthoate
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Menaquinone_biosynthesis_from_chorismate_via_14-dihydroxy-6-naphthoate
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Menaquinone_Biosynthesis_via_Futalosine
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mercuric_reductase
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Mercury_resistance_operon
Miscellaneous	-	Metabolite_repair
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Methanofuran
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Methanofuran_erick_jmorales
Carbohydrates	One-carbon_Metabolism	Methanogenesis
Carbohydrates	One-carbon_Metabolism	Methanogenesis_from_methylated_compounds
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	methanopterin_biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	Methanopterin_biosynthesis2
Amino_Acids_and_Derivatives	Aromatic_amino_acids_and_derivatives	MethanopterinAromatic
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Methicillin_resistance_in_Staphylococci
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Methionine_and_cysteine_metabolism_in_plants
